Unnamed: 0,ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
238,239,Nordine Kandil,fr FRA,MF,Strasbourg,20-331,2001,2,0,24,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,c5908bc4,1,0,0.0,3.75,0.0,0.0,,22.0,0,0.04,0.0,0.0,10,14,71.4,151,59,6,8,75.0,4,5,80.0,0,1,0.0,0.0,0,1,1,0,2,14,0,0,0,3,0,0,0,0,0,0,12,0,2,11,2,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,3,1,1,1,0,0,,0,12,6,50.0,4,6,2,1,0,0,1,1,4,0,0,21,0,2,10,10,1,21,0,2,0.0,0,0,15,106,47,4,1,0,1,1,11,11,100.0,1,0,1,0,0,0,0,0,5,1,0,100.0
239,240,Kévin Keben Biakolo,cm CMR,DF,Toulouse,18-244,2004,5,0,60,0.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.07,0.24,0.31,0.07,0.31,c43a8336,1,0,0.0,1.5,0.0,0.0,,18.0,0,0.05,0.0,0.0,24,30,80.0,454,106,9,11,81.8,13,15,86.7,2,3,66.7,-0.2,2,0,0,0,4,26,4,0,0,3,2,1,0,0,0,0,23,4,3,6,19,1,4,0,0,1,0,1,3,4.5,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,11,4,36.4,6,4,1,1,0,0,1,2,3,2,0,43,1,11,19,18,3,39,1,3,33.3,1,0,26,132,82,3,2,1,2,2,30,24,80.0,2,0,2,0,0,0,0,0,7,1,3,25.0
240,241,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Clermont Foot,27-153,1995,7,2,223,2.5,1,1,1,0,0,0,0,0.4,0.4,0.81,0.4,0.81,0.4,0.4,0.2,0.6,0.15,0.07,0.23,0.15,0.23,796b1c41,4,1,25.0,1.61,0.4,0.25,1.0,18.1,1,0.09,0.6,0.6,45,58,77.6,712,177,26,32,81.3,14,16,87.5,4,9,44.4,0.8,3,1,0,0,2,54,4,2,0,4,0,3,2,2,0,0,45,5,8,48,5,1,0,4,1,0,3,2,4,1.61,4,0,0,0,0,0,1,0.4,1,0,0,0,0,0,4,2,3,1,0,0,3,0.0,3,34,14,41.2,14,10,10,2,0,0,2,1,5,3,0,79,5,18,34,33,7,74,1,2,50.0,1,0,51,307,186,6,2,1,3,2,74,54,73.0,14,0,0,3,2,0,0,0,9,1,0,100.0
241,242,Wahbi Khazri,tn TUN,"MF,FW",Montpellier,31-231,1991,6,5,431,4.8,2,1,2,0,0,1,0,0.42,0.21,0.63,0.42,0.63,0.7,0.7,0.3,0.9,0.14,0.05,0.2,0.14,0.2,2677a1de,8,4,50.0,1.67,0.84,0.25,0.5,29.0,0,0.09,1.3,1.3,92,119,77.3,1537,463,45,53,84.9,32,38,84.2,10,18,55.6,0.7,5,7,3,1,13,101,18,8,0,25,5,4,0,0,0,0,78,19,22,11,98,2,3,1,1,4,4,2,12,2.51,7,0,3,1,0,1,3,0.63,2,0,0,1,0,0,9,9,3,4,2,2,7,28.6,5,55,21,38.2,10,24,21,6,1,0,5,6,15,4,0,189,6,36,103,64,17,173,7,12,58.3,7,0,127,598,384,9,1,4,19,12,160,116,72.5,17,0,4,13,3,0,0,0,29,6,6,50.0
242,243,Presnel Kimpembe,fr FRA,DF,Paris S-G,27-045,1995,6,6,540,6.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.05,0.02,0.07,0.05,0.07,aef6e670,3,0,0.0,0.5,0.0,0.0,,7.0,0,0.11,-0.3,-0.3,371,395,93.9,5698,2175,191,198,96.5,143,149,96.0,23,29,79.3,-0.1,1,22,1,0,20,348,47,12,0,26,1,0,0,0,0,0,333,39,23,309,45,14,19,2,1,0,4,5,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,9,7,6,2,6,10,60.0,4,79,31,39.2,29,40,10,10,3,0,7,9,24,9,0,448,51,164,267,40,5,404,2,2,100.0,2,0,297,1178,681,25,9,0,2,5,319,313,98.1,2,0,21,8,1,0,1,0,41,10,5,66.7
243,244,Sead Kolašinac,ba BIH,DF,Marseille,29-099,1993,7,4,370,4.1,0,1,0,0,0,0,0,0.0,0.24,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,3935e52e,1,0,0.0,0.24,0.0,0.0,,13.0,0,0.04,0.0,0.0,163,197,82.7,2739,827,83,93,89.2,64,83,77.1,11,15,73.3,1.0,0,10,0,0,5,183,14,6,0,12,3,1,0,0,0,0,150,23,24,155,21,11,8,1,0,3,8,2,1,0.24,0,0,0,1,0,0,1,0.24,0,0,0,1,0,0,8,5,4,2,2,4,5,80.0,1,53,16,30.2,17,24,12,6,1,0,5,10,18,7,0,234,9,84,124,42,2,220,0,0,,0,0,139,684,385,13,2,0,1,3,152,143,94.1,4,0,11,2,2,0,0,0,39,2,6,25.0
244,245,Ibrahima Koné,ml MLI,FW,Lorient,23-103,1999,8,1,155,1.7,2,0,1,1,1,2,0,1.16,0.0,1.16,0.58,0.58,1.3,0.5,0.0,0.5,0.73,0.0,0.73,0.27,0.27,04bb2b06,2,1,50.0,1.16,0.58,0.5,1.0,18.0,0,0.23,0.7,0.5,26,46,56.5,355,88,18,27,66.7,6,13,46.2,1,2,50.0,0.0,0,2,0,0,2,45,1,0,0,25,0,0,0,0,0,0,27,7,12,25,6,0,0,0,0,1,1,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,24,5,20.8,5,9,10,1,0,0,1,0,0,3,0,62,3,8,39,18,5,60,1,1,100.0,1,0,30,126,77,2,0,1,5,1,80,50,62.5,7,0,2,3,2,0,0,0,4,16,18,47.1
245,246,Rominigue Kouamé,ml MLI,MF,Troyes,25-284,1996,8,8,720,8.0,0,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,0.6,0.9,0.04,0.07,0.11,0.04,0.11,86a2ba20,8,0,0.0,1.0,0.0,0.0,,21.7,0,0.04,-0.3,-0.3,311,355,87.6,5936,1469,124,134,92.5,150,168,89.3,35,48,72.9,0.4,10,29,3,2,34,352,3,3,2,43,10,3,0,0,0,0,309,17,29,297,45,9,0,1,2,9,10,3,18,2.25,16,0,0,0,0,2,2,0.25,2,0,0,0,0,0,9,7,3,4,2,3,6,50.0,3,106,19,17.9,45,53,8,14,3,0,11,21,30,8,0,449,24,143,284,72,6,447,13,18,72.2,13,1,337,2247,1290,45,15,3,9,9,347,315,90.8,14,0,13,21,0,0,0,0,68,4,3,57.1
246,247,Grejohn Kyei,fr FRA,FW,Clermont Foot,27-046,1995,7,1,216,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.16,0.01,0.18,0.16,0.18,397ba086,3,0,0.0,1.25,0.0,0.0,,18.3,0,0.13,-0.4,-0.4,35,52,67.3,541,51,25,30,83.3,7,13,53.8,3,7,42.9,0.0,1,2,0,0,2,48,4,0,0,19,2,0,0,0,0,0,33,10,9,10,34,1,0,1,0,0,3,2,1,0.42,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2,2,1,1,2,3,66.7,1,30,9,30.0,8,9,13,3,0,0,3,0,4,2,0,85,2,9,43,38,6,81,5,8,62.5,6,1,56,191,60,4,1,1,5,11,103,66,64.1,27,0,11,5,1,0,0,0,6,7,15,31.8
247,248,Gaëtan Laborde,fr FRA,"MF,FW",Nice,28-147,1994,3,3,225,2.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,0.17,0.19,0.35,0.17,0.35,7cdda3bf,5,1,20.0,2.0,0.4,0.0,0.0,11.6,0,0.08,-0.4,-0.4,43,64,67.2,724,184,20,26,76.9,18,25,72.0,3,7,42.9,-0.5,5,3,5,1,6,63,1,0,0,14,2,4,0,0,0,0,39,11,14,36,21,3,0,0,0,1,2,3,9,3.6,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0,4,2,2,2,0,2,4,50.0,2,34,11,32.4,9,16,9,4,1,0,3,1,5,2,0,98,5,19,55,35,9,97,2,7,28.6,3,1,64,391,288,10,6,1,5,6,101,66,65.3,15,0,0,3,0,0,0,0,17,5,4,55.6
248,249,Gaëtan Laborde,fr FRA,FW,Rennes,28-147,1994,4,3,249,2.8,2,0,2,0,0,0,0,0.72,0.0,0.72,0.72,0.72,1.5,1.5,0.1,1.6,0.55,0.05,0.6,0.55,0.6,7cdda3bf,11,5,45.5,3.98,1.81,0.18,0.4,12.5,0,0.14,0.5,0.5,46,67,68.7,775,106,28,39,71.8,10,13,76.9,7,10,70.0,-0.1,2,2,3,2,5,59,8,0,0,12,2,3,0,0,0,0,35,12,20,38,19,4,0,1,0,1,4,5,8,2.89,5,0,0,3,0,0,1,0.36,0,0,0,1,0,0,2,2,1,0,1,1,2,50.0,1,43,14,32.6,4,16,23,4,3,0,1,0,2,1,0,101,2,3,45,57,25,93,2,3,66.7,2,1,51,282,143,13,3,3,7,3,92,62,67.4,25,0,2,2,0,0,0,0,19,7,10,41.2
249,250,Alexandre Lacazette,fr FRA,"FW,MF",Lyon,31-122,1991,8,8,688,7.6,4,1,3,1,1,2,0,0.52,0.13,0.65,0.39,0.52,4.4,3.6,1.5,5.1,0.57,0.2,0.77,0.47,0.66,9dbb75ca,26,11,42.3,3.4,1.44,0.12,0.27,14.3,2,0.14,-0.4,-0.6,154,221,69.7,2286,517,82,103,79.6,57,78,73.1,8,21,38.1,-0.5,13,12,13,1,23,205,16,3,1,43,3,8,2,0,1,0,150,38,33,31,177,7,0,3,4,7,7,10,22,2.88,18,0,2,1,1,0,1,0.13,1,0,0,0,0,0,17,9,3,4,10,6,13,46.2,7,120,31,25.8,8,47,65,2,1,0,1,5,22,3,0,319,7,26,120,185,55,302,6,10,60.0,7,0,186,779,328,21,4,7,13,19,323,227,70.3,64,0,14,9,2,0,0,0,38,7,10,41.2
250,251,Qazim Laçi,al ALB,MF,Ajaccio,26-251,1996,7,2,209,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.05,0.07,0.12,0.05,0.12,eb0db257,4,0,0.0,1.72,0.0,0.0,,29.6,1,0.03,-0.1,-0.1,116,143,81.1,2390,741,45,55,81.8,43,48,89.6,23,34,67.6,-0.2,3,16,0,0,16,135,8,5,0,15,10,4,3,1,2,0,89,12,42,22,108,6,0,1,0,8,2,3,9,3.88,4,4,0,0,1,0,0,0.0,0,0,0,0,0,0,5,4,3,2,0,1,9,11.1,8,43,19,44.2,17,18,8,5,0,0,5,1,6,6,0,167,3,21,106,47,2,158,0,0,,0,0,112,525,191,10,1,0,0,2,116,111,95.7,6,0,3,2,1,0,1,0,28,6,5,54.5
251,252,Alban Lafont,fr FRA,GK,Nantes,23-247,1999,8,8,720,8.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e7db402,0,0,,0.0,0.0,,,,0,,0.0,0.0,182,269,67.7,5461,3433,27,27,100.0,87,88,98.9,68,154,44.2,0.0,0,1,0,0,0,195,74,20,0,18,6,0,0,0,0,0,143,6,120,9,208,0,0,47,0,5,0,0,2,0.25,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,303,266,303,0,0,0,230,1,2,50.0,1,0,132,533,254,0,0,0,1,0,143,143,100.0,0,0,0,1,0,0,0,0,28,0,0,
252,253,Mohamed Lamine Bayo,gn GUI,FW,Lille,24-115,1998,5,2,200,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.5,1.7,0.55,0.23,0.78,0.55,0.78,01870104,6,1,16.7,2.7,0.45,0.0,0.0,7.4,0,0.2,-1.2,-1.2,23,39,59.0,232,23,15,25,60.0,4,8,50.0,0,0,,-0.5,3,0,0,0,0,36,3,0,0,13,0,2,0,0,0,0,30,4,5,3,30,2,0,1,0,0,6,2,5,2.25,3,0,0,0,1,1,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,5,0.0,5,28,8,28.6,3,9,16,0,0,0,0,0,1,1,0,60,0,3,20,37,16,57,2,3,66.7,2,0,31,77,28,2,0,1,6,3,78,50,64.1,19,0,4,2,1,0,0,0,3,4,6,40.0
253,254,Julien Laporte,fr FRA,DF,Lorient,28-327,1993,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.03,0.0,0.03,0.03,0.03,f066022d,4,1,25.0,0.5,0.12,0.0,0.0,10.1,0,0.06,-0.3,-0.3,269,311,86.5,5926,1965,71,74,95.9,152,156,97.4,44,75,58.7,0.0,1,17,0,0,10,305,6,4,0,19,8,0,0,0,0,0,237,12,62,45,255,8,1,0,1,7,4,4,5,0.62,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,10,7,10,0,0,4,7,57.1,3,27,12,44.4,24,2,1,17,14,0,3,7,17,51,1,398,125,277,138,5,4,393,0,0,,0,0,241,1093,573,2,0,0,0,1,279,276,98.9,0,0,4,10,0,0,0,0,26,16,11,59.3
254,255,Yasser Larouci,dz ALG,DF,Troyes,21-269,2001,7,6,476,5.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.04,0.05,0.0,0.05,0ed063d6,1,0,0.0,0.19,0.0,0.0,,25.0,0,0.02,0.0,0.0,154,205,75.1,2331,698,89,102,87.3,59,81,72.8,6,14,42.9,-0.2,5,8,4,2,16,175,30,1,0,23,3,13,0,0,0,0,126,51,28,155,11,5,29,0,0,2,8,8,11,2.08,6,0,1,1,2,1,1,0.19,0,0,0,1,0,0,8,5,4,3,1,5,8,62.5,3,39,11,28.2,17,14,8,4,0,0,4,10,18,9,0,262,17,75,134,78,5,233,7,13,53.8,7,0,177,988,630,27,8,4,3,13,187,165,88.2,13,0,0,9,0,0,0,1,32,6,1,85.7
255,256,Armand Lauriente,fr FRA,"FW,MF",Lorient,23-297,1998,3,3,266,3.0,1,0,1,0,0,0,0,0.34,0.0,0.34,0.34,0.34,1.0,1.0,0.8,1.8,0.35,0.27,0.62,0.35,0.62,2d22cea7,13,5,38.5,4.4,1.69,0.08,0.2,17.7,2,0.08,0.0,0.0,74,95,77.9,1372,363,28,36,77.8,38,45,84.4,7,13,53.8,-0.8,8,4,6,1,12,92,3,1,1,17,3,6,2,1,1,0,75,8,12,12,81,1,0,0,0,2,4,1,18,6.09,12,0,2,2,2,0,1,0.34,0,0,0,0,1,0,6,5,4,1,1,2,4,50.0,2,39,13,33.3,13,20,6,4,1,0,3,5,11,0,0,133,0,27,58,65,17,129,10,12,83.3,10,0,110,768,524,29,8,3,0,7,104,89,85.6,15,0,3,6,1,1,0,0,20,1,2,33.3
256,257,Théo Le Bris,fr FRA,"MF,FW",Lorient,19-361,2002,7,3,291,3.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.19,0.03,0.22,0.19,0.22,afe39ca8,3,0,0.0,0.93,0.0,0.0,,14.5,0,0.2,-0.6,-0.6,67,88,76.1,985,228,37,47,78.7,26,29,89.7,2,4,50.0,-0.1,2,9,2,1,7,86,2,0,1,15,0,6,0,0,0,0,67,12,9,20,62,3,0,1,0,1,5,3,3,0.93,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,7,4,3,2,2,2,6,33.3,4,42,8,19.0,15,20,7,3,0,0,3,10,17,2,0,130,4,36,59,43,13,128,3,6,50.0,3,0,67,438,326,12,2,5,9,3,97,84,86.6,13,0,1,0,0,0,0,0,17,2,4,33.3
257,258,Jérémy Le Douaron,fr FRA,FW,Brest,24-159,1998,4,3,210,2.3,2,0,2,0,0,0,0,0.86,0.0,0.86,0.86,0.86,2.4,2.4,0.0,2.4,1.03,0.0,1.03,1.03,1.03,88c4d190,9,3,33.3,3.86,1.29,0.22,0.67,8.3,0,0.28,-0.4,-0.4,37,49,75.5,456,27,24,28,85.7,11,17,64.7,0,0,,0.0,0,1,0,0,1,43,6,0,0,11,0,1,0,0,0,0,32,14,3,32,6,4,0,1,0,1,0,1,1,0.43,0,0,0,1,0,0,1,0.43,0,0,0,1,0,0,1,0,0,1,0,1,3,33.3,2,46,14,30.4,1,25,20,4,1,0,3,0,1,2,0,86,3,5,39,43,12,80,0,2,0.0,0,0,41,176,32,3,0,0,10,4,96,64,66.7,16,0,5,3,2,0,0,0,7,8,11,42.1
258,259,Enzo Le Fée,fr FRA,MF,Lorient,22-236,2000,8,8,709,7.9,2,1,2,0,0,1,0,0.25,0.13,0.38,0.25,0.38,0.8,0.8,2.5,3.3,0.1,0.31,0.41,0.1,0.41,6f806d99,11,6,54.5,1.4,0.76,0.18,0.33,24.2,3,0.07,1.2,1.2,350,423,82.7,6601,2089,151,164,92.1,143,169,84.6,53,83,63.9,-1.5,22,33,4,0,34,360,63,25,2,63,13,6,24,8,7,4,320,34,69,49,363,5,2,0,2,7,12,2,41,5.2,23,10,2,1,3,2,5,0.63,4,1,0,0,0,0,29,20,16,10,3,11,20,55.0,9,170,45,26.5,71,83,16,10,2,0,8,11,40,8,0,548,23,150,294,142,8,485,10,23,43.5,12,0,343,1791,897,41,9,3,16,16,394,362,91.9,18,0,17,17,2,0,0,0,57,5,5,50.0
259,260,Vincent Le Goff,fr FRA,DF,Lorient,32-347,1989,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0.08,0.02,0.1,0.08,0.1,2321ea6e,6,4,66.7,0.75,0.5,0.0,0.0,14.4,0,0.11,-0.7,-0.7,334,398,83.9,5651,2734,158,170,92.9,145,172,84.3,25,43,58.1,-0.1,2,25,7,2,27,305,93,15,0,31,3,2,0,0,0,0,229,86,83,276,23,18,78,1,2,5,11,8,12,1.5,9,2,0,0,0,1,1,0.12,1,0,0,0,0,0,15,8,13,2,0,10,16,62.5,6,72,16,22.2,51,15,6,16,1,0,15,18,33,15,0,469,42,212,217,62,10,379,3,6,50.0,3,0,238,1134,688,25,8,0,2,7,248,228,91.9,9,0,2,7,1,0,0,0,77,3,10,23.1
260,261,Maxime Le Marchand,fr FRA,DF,Strasbourg,32-351,1989,6,5,446,5.0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,321a71a7,1,0,0.0,0.2,0.0,0.0,,9.1,0,0.04,0.0,0.0,233,283,82.3,4746,1837,82,92,89.1,117,128,91.4,32,58,55.2,0.0,0,24,2,1,21,263,20,10,0,23,10,1,0,0,0,0,199,18,66,210,40,15,9,0,0,11,5,2,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,9,7,2,1,2,4,50.0,2,41,16,39.0,20,20,1,6,2,0,4,8,18,22,0,327,45,169,162,17,2,307,1,1,100.0,1,0,190,1032,617,15,1,1,2,2,208,205,98.6,0,1,8,2,0,0,0,0,54,15,3,83.3
261,262,Pierre Lees-Melou,fr FRA,"MF,FW",Brest,29-125,1993,7,7,544,6.0,2,0,2,0,0,2,1,0.33,0.0,0.33,0.33,0.33,0.4,0.4,0.3,0.7,0.07,0.05,0.11,0.07,0.11,f5044e54,8,3,37.5,1.32,0.5,0.25,0.67,20.4,0,0.05,1.6,1.6,214,252,84.9,4296,1199,93,106,87.7,70,78,89.7,43,52,82.7,-0.3,4,21,5,2,21,243,9,6,1,35,19,5,0,0,0,0,180,24,48,43,191,7,3,2,0,6,9,7,7,1.16,5,1,0,1,0,0,0,0.0,0,0,0,0,0,0,13,10,4,8,1,6,14,42.9,8,139,42,30.2,46,73,20,7,0,0,7,15,28,10,0,322,13,70,189,85,12,314,1,5,20.0,1,0,209,1162,589,25,6,1,6,7,231,203,87.9,16,0,10,9,0,0,0,0,58,7,5,58.3
262,263,Mario Lemina,ga GAB,"MF,DF",Nice,29-026,1993,4,3,264,2.9,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.02,0.02,0.05,0.02,0.05,2b471f99,2,1,50.0,0.68,0.34,0.0,0.0,20.9,0,0.03,-0.1,-0.1,170,195,87.2,3180,909,65,68,95.6,85,90,94.4,18,34,52.9,-0.1,2,12,1,0,12,194,1,1,0,17,2,0,0,0,0,0,158,11,26,22,166,4,0,0,0,1,6,2,3,1.02,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12,10,2,6,4,5,9,55.6,4,37,13,35.1,9,22,6,5,4,0,1,6,18,5,0,219,17,71,139,20,1,218,2,3,66.7,2,0,169,819,435,9,3,0,1,0,169,167,98.8,4,0,1,1,0,0,0,0,20,4,2,66.7
263,264,Johann Lepenant,fr FRA,MF,Lyon,19-340,2002,7,6,506,5.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.03,0.05,0.08,0.03,0.08,1e52971c,6,0,0.0,1.07,0.0,0.0,,25.4,0,0.03,-0.2,-0.2,365,396,92.2,6620,1105,145,156,92.9,171,178,96.1,36,43,83.7,-0.3,3,32,2,0,20,392,4,4,0,56,10,0,0,0,0,0,338,23,35,19,363,8,0,0,0,1,8,5,8,1.42,6,0,0,1,0,1,1,0.18,1,0,0,0,0,0,21,15,5,12,4,13,25,52.0,12,107,37,34.6,26,62,19,4,1,0,3,7,28,6,0,459,13,89,291,100,2,455,6,9,66.7,6,0,323,1426,657,22,3,0,8,6,355,343,96.6,10,0,8,5,0,0,0,0,62,7,8,46.7
264,265,Benjamin Leroy,fr FRA,GK,Ajaccio,33-173,1989,8,8,638,7.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e7aea56,0,0,,0.0,0.0,,,,0,,0.0,0.0,109,178,61.2,3491,2606,18,18,100.0,49,49,100.0,42,111,37.8,0.0,0,3,0,0,0,115,63,22,0,5,2,0,0,0,0,0,62,12,104,10,136,0,0,20,1,6,1,0,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,197,166,197,0,0,0,135,0,0,,0,0,71,550,260,0,0,0,0,0,60,60,100.0,0,0,0,1,0,0,0,0,36,0,0,
265,266,Léo Leroy,fr FRA,"MF,FW",Montpellier,22-225,2000,6,1,140,1.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.12,0.07,0.19,0.12,0.19,fcc84a07,3,0,0.0,1.93,0.0,0.0,,18.1,1,0.06,-0.2,-0.2,43,64,67.2,673,230,24,29,82.8,17,22,77.3,2,11,18.2,-0.1,1,3,2,0,6,64,0,0,0,17,1,0,0,0,0,0,44,5,15,8,48,5,0,0,1,3,3,1,7,4.5,6,0,0,1,0,0,4,2.57,4,0,0,0,0,0,9,5,7,2,0,2,4,50.0,2,46,10,21.7,25,20,1,3,0,0,3,2,11,0,0,87,3,35,46,14,3,86,0,2,0.0,0,0,45,332,231,4,1,1,1,3,57,51,89.5,3,0,5,3,0,0,0,0,17,3,5,37.5
266,267,Dimitri Liénard,fr FRA,DF,Strasbourg,34-226,1988,6,6,437,4.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.03,0.06,0.09,0.03,0.09,f7691f63,4,1,25.0,0.82,0.21,0.0,0.0,17.2,0,0.04,-0.2,-0.2,231,311,74.3,4228,1368,102,113,90.3,105,126,83.3,22,62,35.5,-0.3,6,12,8,5,19,254,57,10,0,29,17,20,9,1,8,0,160,57,94,222,37,10,38,0,0,5,11,7,9,1.85,4,4,0,0,0,1,0,0.0,0,0,0,0,0,0,10,5,5,3,2,6,13,46.2,7,48,14,29.2,24,15,9,8,2,0,6,8,18,10,0,355,14,103,150,128,5,301,3,4,75.0,3,0,187,845,505,28,13,1,5,1,250,223,89.2,19,0,6,3,1,0,0,0,33,8,4,66.7
267,268,Banzouzi Locko,fr FRA,DF,Reims,20-144,2002,8,8,598,6.6,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03,40221fa7,4,0,0.0,0.6,0.0,0.0,,25.3,0,0.03,-0.1,-0.1,175,224,78.1,2835,1251,87,102,85.3,76,93,81.7,10,22,45.5,-0.1,2,13,3,1,22,172,52,2,0,27,3,5,0,0,0,0,130,62,32,131,36,5,50,0,1,4,7,5,8,1.2,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0,14,10,7,6,1,6,13,46.2,7,76,27,35.5,37,25,14,11,2,0,9,21,35,15,0,317,26,118,142,86,2,268,8,14,57.1,10,1,195,1270,843,34,13,2,9,16,174,154,88.5,10,0,3,10,1,0,0,0,45,5,8,38.5
