Unnamed: 0,ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
385,386,Malang Sarr,fr FRA,DF,Monaco,23-247,1999,4,2,173,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4315f30d,0,0,,0.0,0.0,,,,0,,0.0,0.0,82,92,89.1,1711,510,27,29,93.1,39,40,97.5,15,20,75.0,0.0,0,7,0,0,6,89,3,2,0,12,2,0,0,0,0,0,72,7,13,75,11,3,1,0,1,0,1,3,1,0.52,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,11,4,36.4,7,3,1,3,1,0,2,6,7,12,0,110,19,49,59,5,0,107,0,0,,0,0,65,340,170,5,1,0,0,0,65,64,98.5,0,0,1,2,0,0,0,0,18,3,2,60.0
386,387,Téji Savanier,fr FRA,MF,Montpellier,30-279,1991,5,5,426,4.7,3,1,2,1,1,0,1,0.63,0.21,0.85,0.42,0.63,1.0,0.2,1.3,1.5,0.21,0.28,0.48,0.04,0.32,6bde367b,8,5,62.5,1.69,1.06,0.25,0.4,31.8,0,0.02,2.0,1.8,230,307,74.9,4644,1514,103,113,91.2,70,89,78.7,53,94,56.4,-0.3,13,24,8,2,28,269,38,13,0,36,16,11,22,9,7,5,188,29,90,22,275,6,2,1,1,7,12,6,21,4.44,10,8,2,0,1,0,2,0.42,0,2,0,0,0,0,13,9,6,4,3,9,16,56.3,7,68,16,23.5,22,34,12,4,1,0,3,5,18,5,0,374,12,66,216,118,2,337,11,14,78.6,12,0,266,1381,735,30,9,0,9,11,295,269,91.2,15,0,6,14,0,0,0,0,33,2,6,25.0
387,388,Kasper Schmeichel,dk DEN,GK,Nice,35-326,1986,6,6,540,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53af52f3,0,0,,0.0,0.0,,,,0,,0.0,0.0,143,202,70.8,4222,2599,30,30,100.0,59,59,100.0,53,112,47.3,0.0,0,3,0,0,0,142,60,13,0,10,5,0,0,0,0,0,97,8,97,7,155,0,0,22,1,5,2,0,1,0.17,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,211,186,211,1,0,0,151,0,0,,0,0,102,460,197,0,0,0,0,0,98,98,100.0,0,0,0,0,0,0,0,0,30,0,0,
388,389,Alidu Seidu,gh GHA,DF,Clermont Foot,22-115,2000,8,8,697,7.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.07,0.07,0.0,0.07,cea59f02,1,0,0.0,0.13,0.0,0.0,,23.9,0,0.02,0.0,0.0,314,352,89.2,5418,1354,140,148,94.6,134,147,91.2,32,45,71.1,-0.5,4,9,8,4,14,331,21,2,0,29,4,11,0,0,0,0,285,27,40,63,253,12,19,0,0,4,7,7,8,1.03,6,0,0,0,1,1,0,0.0,0,0,0,0,0,0,17,12,10,3,4,6,13,46.2,7,52,23,44.2,29,19,4,11,5,0,6,27,44,18,0,428,43,177,204,83,2,408,9,11,81.8,9,0,303,1824,885,23,9,0,3,8,282,268,95.0,10,0,13,14,1,0,0,0,57,8,1,88.9
389,390,Matz Sels,be BEL,GK,Strasbourg,30-213,1992,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834b5c4c,0,0,,0.0,0.0,,,,0,,0.0,0.0,170,236,72.0,4759,2960,46,46,100.0,64,65,98.5,60,125,48.0,0.0,0,5,0,0,1,173,63,20,0,22,6,0,0,0,0,0,125,11,100,20,153,0,0,53,0,2,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,266,237,264,3,0,0,203,0,0,,0,0,114,668,488,0,0,0,1,0,110,110,100.0,0,0,0,1,0,0,0,0,45,0,0,
390,391,Marvin Senaya,tg TOG,DF,Strasbourg,21-242,2001,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1d383c10,0,0,,0.0,0.0,,,,0,,0.0,0.0,4,5,80.0,74,47,1,1,100.0,2,2,100.0,1,2,50.0,0.0,0,0,1,0,1,5,0,0,0,1,0,1,0,0,0,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,0,2,1,0,0,0,0,2,2,1,0,7,2,4,1,2,0,7,0,0,,0,0,5,35,18,2,0,0,0,1,4,4,100.0,0,0,0,0,0,0,0,0,0,1,1,50.0
391,392,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,25-058,1997,6,6,516,5.7,0,4,0,0,0,1,0,0.0,0.7,0.7,0.0,0.7,0.2,0.2,1.4,1.6,0.04,0.24,0.28,0.04,0.28,30af8b93,5,3,60.0,0.87,0.52,0.0,0.0,22.8,1,0.05,-0.2,-0.2,253,328,77.1,4531,1900,130,146,89.0,90,113,79.6,31,60,51.7,2.6,16,18,10,3,31,264,64,17,0,32,5,11,10,4,5,0,203,49,76,253,30,8,37,0,2,5,12,6,24,4.19,19,5,0,0,0,0,6,1.05,3,3,0,0,0,0,13,8,7,4,2,5,13,38.5,8,63,18,28.6,27,21,15,13,4,0,9,9,22,9,1,381,25,106,166,127,14,320,5,7,71.4,6,0,229,1050,595,22,4,2,4,4,259,233,90.0,18,0,2,4,0,0,0,0,36,1,4,20.0
392,393,Abdallah Sima,sn SEN,FW,Angers,21-102,2001,5,2,186,2.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.16,0.12,0.28,0.16,0.28,fdbde523,4,0,0.0,1.94,0.0,0.0,,8.8,0,0.08,-0.3,-0.3,30,38,78.9,361,46,16,20,80.0,8,10,80.0,1,1,100.0,-0.3,1,1,1,1,0,33,5,0,0,10,0,3,0,0,0,0,30,6,2,8,29,1,0,0,0,0,2,3,4,1.94,2,0,0,0,2,0,1,0.48,0,0,0,0,1,0,1,1,0,1,0,0,0,,0,49,12,24.5,1,24,24,1,0,0,1,2,3,4,0,62,5,6,23,34,11,57,1,2,50.0,1,0,37,136,78,7,0,3,7,5,76,42,55.3,19,0,2,2,1,0,0,0,6,4,7,36.4
393,394,Moses Simon,ng NGA,"FW,MF",Nantes,27-077,1995,6,6,525,5.8,3,1,3,0,0,1,0,0.51,0.17,0.69,0.51,0.69,1.8,1.8,1.4,3.2,0.31,0.24,0.56,0.31,0.56,5f3eaaf5,10,4,40.0,1.71,0.69,0.3,0.75,14.7,1,0.18,1.2,1.2,97,147,66.0,1692,471,50,60,83.3,39,56,69.6,8,25,32.0,-0.4,15,1,9,6,6,131,16,2,0,20,7,28,11,3,5,0,86,23,38,33,99,7,3,2,1,9,5,6,24,4.11,15,4,3,1,1,0,1,0.17,1,0,0,0,0,0,6,4,4,1,1,1,5,20.0,4,45,15,33.3,8,18,19,1,0,0,1,1,7,1,0,200,1,18,71,139,30,184,9,21,42.9,11,3,153,1178,800,40,14,12,6,10,207,144,69.6,27,0,4,7,1,0,0,0,27,3,5,37.5
394,395,Lassine Sinayoko,ml MLI,"MF,FW",Auxerre,22-293,1999,7,4,343,3.8,0,1,0,0,0,2,1,0.0,0.26,0.26,0.0,0.26,0.8,0.8,0.3,1.1,0.22,0.08,0.29,0.22,0.29,5e5249c8,7,0,0.0,1.84,0.0,0.0,,14.4,0,0.13,-0.8,-0.8,95,124,76.6,1443,483,50,59,84.7,34,45,75.6,5,8,62.5,0.7,4,4,7,3,10,121,3,0,1,24,5,10,0,0,0,0,86,19,19,29,80,7,2,3,0,1,9,5,10,2.62,7,0,0,1,2,0,1,0.26,1,0,0,0,0,0,9,4,4,4,1,6,11,54.5,5,82,21,25.6,26,26,30,4,0,0,4,6,15,4,0,179,6,27,67,95,20,176,2,5,40.0,2,0,120,775,552,37,8,4,13,6,172,127,73.8,33,1,3,6,1,0,0,0,22,6,17,26.1
395,396,Ibrahima Sissoko,fr FRA,MF,Strasbourg,24-335,1997,2,0,43,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.15,0.1,0.15,0f8418aa,1,0,0.0,2.09,0.0,0.0,,7.8,0,0.05,0.0,0.0,21,25,84.0,353,89,11,13,84.6,7,7,100.0,2,4,50.0,0.0,1,0,0,0,1,25,0,0,0,7,2,0,0,0,0,0,16,3,6,1,20,2,0,0,0,1,0,1,1,2.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,1,0,1,0,1,0.0,1,14,4,28.6,5,7,2,0,0,0,0,0,2,1,0,33,2,7,17,10,2,33,0,1,0.0,0,0,17,53,27,1,0,0,2,0,26,25,96.2,4,0,2,0,0,0,0,0,4,2,1,66.7
396,397,Moussa Sissoko,fr FRA,MF,Nantes,33-042,1989,2,2,179,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.05,0.1,0.15,0.05,0.15,2acd49b9,1,0,0.0,0.5,0.0,0.0,,7.0,0,0.1,-0.1,-0.1,60,75,80.0,1053,237,31,37,83.8,21,26,80.8,7,11,63.6,-0.2,2,9,2,1,8,72,3,3,0,6,2,2,0,0,0,0,56,9,10,3,66,4,0,0,0,2,2,1,4,2.01,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,1,1,1,2,4,50.0,2,15,5,33.3,5,8,2,4,2,0,2,3,6,3,0,96,6,18,60,25,1,93,2,2,100.0,2,0,59,376,234,8,2,0,2,4,63,60,95.2,6,0,4,0,0,0,0,0,18,3,3,50.0
397,398,Islam Slimani,dz ALG,FW,Brest,34-101,1988,5,4,383,4.3,0,1,0,0,1,0,0,0.0,0.23,0.23,0.0,0.23,1.6,0.8,0.2,1.0,0.37,0.04,0.41,0.18,0.22,ffec9769,5,1,20.0,1.17,0.23,0.0,0.0,12.8,0,0.16,-1.6,-0.8,96,134,71.6,1434,187,56,73,76.7,31,45,68.9,6,9,66.7,0.8,2,7,0,0,6,124,10,1,1,30,1,0,0,0,0,0,82,31,21,30,77,10,0,3,0,3,9,7,5,1.17,4,0,1,0,0,0,1,0.23,1,0,0,0,0,0,2,2,0,2,0,0,2,0.0,2,45,9,20.0,8,22,15,0,0,0,0,2,4,2,0,173,4,13,105,62,16,162,1,2,50.0,1,0,91,262,100,4,2,0,16,4,214,139,65.0,27,0,9,8,4,0,0,0,13,16,15,51.6
398,399,Carlos Soler,es ESP,FW,Paris S-G,25-268,1997,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.9,0.9,0.0,0.9,fed17f5a,0,0,,0.0,0.0,,,,0,,0.0,0.0,9,11,81.8,143,20,6,7,85.7,2,2,100.0,1,1,100.0,-0.1,1,0,0,0,1,11,0,0,0,1,1,0,0,0,0,0,8,1,2,3,7,1,0,0,0,0,0,1,2,36.0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,1,1,0,0,12,1,3,8,2,0,12,0,0,,0,0,9,52,25,2,1,0,0,0,8,8,100.0,1,0,0,1,0,0,0,0,2,0,0,
399,400,Florian Sotoca,fr FRA,"MF,FW",Lens,31-337,1990,8,8,688,7.6,5,2,5,0,1,1,0,0.65,0.26,0.92,0.65,0.92,4.0,3.2,1.8,5.0,0.52,0.24,0.76,0.42,0.66,7a42d0df,29,12,41.4,3.79,1.57,0.17,0.42,13.8,0,0.11,1.0,1.8,292,359,81.3,5418,1378,142,168,84.5,105,128,82.0,42,54,77.8,0.2,17,31,13,2,42,352,7,3,5,62,11,7,0,0,0,0,268,38,53,21,303,16,3,4,1,7,14,10,35,4.58,27,0,2,4,1,1,6,0.78,4,0,0,1,1,0,6,3,2,3,1,1,3,33.3,2,77,15,19.5,11,38,28,12,2,0,10,5,11,6,0,451,6,42,270,165,50,443,4,11,36.4,4,1,295,1476,696,36,15,2,11,7,428,372,86.9,67,0,10,15,1,1,0,0,35,15,7,68.2
400,401,Arnaud Souquet,fr FRA,"MF,FW",Montpellier,30-227,1992,5,0,91,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.05,0.08,0.03,0.08,4e0afc5d,1,0,0.0,0.99,0.0,0.0,,20.6,0,0.03,0.0,0.0,19,27,70.4,250,90,14,17,82.4,4,8,50.0,1,2,50.0,0.0,2,1,0,0,1,27,0,0,0,8,0,1,0,0,0,0,16,6,5,4,15,2,0,1,0,1,0,0,3,2.97,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,3,3,1,2,0,3,6,50.0,3,22,5,22.7,10,8,4,2,0,0,2,0,3,1,0,40,5,12,15,15,3,40,0,1,0.0,0,0,18,89,51,0,0,0,1,1,36,30,83.3,6,0,3,3,1,0,0,0,3,6,3,66.7
401,402,Kevin Spadanuda,ch SUI,MF,Ajaccio,25-254,1997,7,4,348,3.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.04,0.03,0.07,0.04,0.07,a45a5d95,3,0,0.0,0.78,0.0,0.0,,13.7,0,0.05,-0.2,-0.2,68,85,80.0,1002,149,33,40,82.5,28,33,84.8,3,7,42.9,-0.1,3,6,0,0,4,81,4,0,0,16,2,5,0,0,0,0,64,14,7,3,75,2,4,0,0,2,3,1,5,1.29,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0,8,7,3,4,1,2,6,33.3,4,80,21,26.3,24,42,14,5,0,0,5,5,13,2,0,132,1,15,54,71,17,128,7,10,70.0,7,0,94,504,300,13,2,4,7,8,124,80,64.5,17,0,12,7,1,0,0,0,24,2,11,15.4
402,403,Stijn Spierings,nl NED,MF,Toulouse,26-199,1996,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.04,0.02,0.06,0.04,0.06,a08985b8,6,0,0.0,0.75,0.0,0.0,,20.0,0,0.05,-0.3,-0.3,448,520,86.2,9228,2492,169,181,93.4,202,224,90.2,75,103,72.8,-0.2,6,47,4,0,50,497,23,20,1,54,36,4,0,0,0,0,374,48,98,65,437,8,3,2,4,8,8,12,16,2.0,14,0,0,0,0,2,1,0.12,1,0,0,0,0,0,25,17,10,12,3,8,24,33.3,16,156,45,28.8,60,80,16,14,1,0,13,16,41,12,0,607,18,175,373,93,6,587,3,5,60.0,3,0,420,2039,985,26,6,1,6,7,437,420,96.1,6,0,17,14,0,0,0,0,85,6,5,54.5
403,404,Calvin Stengs,nl NED,FW,Nice,23-283,1998,4,3,212,2.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.09,0.08,0.18,0.09,0.18,8f7e6783,3,1,33.3,1.27,0.42,0.0,0.0,19.1,0,0.07,-0.2,-0.2,84,101,83.2,1412,274,38,44,86.4,40,42,95.2,3,8,37.5,-0.2,1,8,2,0,10,95,6,0,0,13,3,1,3,2,0,0,80,9,12,76,16,4,3,0,0,0,8,2,7,2.97,6,0,1,0,0,0,1,0.42,1,0,0,0,0,0,4,4,1,2,1,1,1,100.0,0,27,6,22.2,3,14,10,0,0,0,0,1,5,1,0,133,1,18,66,65,5,128,5,9,55.6,8,0,112,625,307,16,8,1,5,6,127,104,81.9,14,0,5,9,0,0,0,0,15,2,3,40.0
404,405,Kamaldeen Sulemana,gh GHA,"FW,MF",Rennes,20-224,2002,8,2,246,2.7,1,0,1,0,0,1,0,0.37,0.0,0.37,0.37,0.37,0.8,0.8,0.4,1.2,0.3,0.14,0.44,0.3,0.44,a62f8bf1,7,2,28.6,2.56,0.73,0.14,0.5,17.4,0,0.12,0.2,0.2,94,114,82.5,1672,394,51,57,89.5,29,34,85.3,13,16,81.3,-0.4,4,4,5,2,13,109,5,1,0,13,5,8,1,1,0,0,88,15,11,13,93,1,3,1,1,2,5,4,9,3.29,6,0,2,1,0,0,0,0.0,0,0,0,0,0,0,7,6,1,4,2,1,2,50.0,1,37,12,32.4,14,12,11,5,0,0,5,6,13,1,0,167,2,19,67,98,21,163,12,21,57.1,13,3,136,766,468,25,6,4,7,11,142,119,83.8,26,0,3,6,1,0,0,0,22,3,6,33.3
405,406,Issiaga Sylla,gn GUI,DF,Toulouse,28-269,1994,6,5,419,4.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.01,0.11,0.12,0.01,0.12,b99bec05,2,1,50.0,0.43,0.21,0.0,0.0,13.0,0,0.02,0.0,0.0,208,265,78.5,3427,1413,108,126,85.7,84,105,80.0,16,27,59.3,-0.5,2,20,8,3,32,219,46,3,0,10,3,11,0,0,0,0,170,63,32,199,17,6,43,0,2,5,11,10,5,1.07,3,2,0,0,0,0,1,0.21,0,1,0,0,0,0,11,5,3,5,3,4,13,30.8,9,56,15,26.8,22,21,13,12,0,0,12,6,17,7,0,324,11,75,166,115,7,280,4,12,33.3,5,1,211,1083,737,46,16,2,1,11,230,204,88.7,9,0,7,7,0,0,0,0,36,2,2,50.0
406,407,Nicolás Tagliafico,ar ARG,DF,Lyon,30-027,1992,8,8,720,8.0,1,0,1,0,0,0,0,0.12,0.0,0.12,0.12,0.12,1.1,1.1,0.2,1.3,0.14,0.02,0.17,0.14,0.17,f0661424,7,3,42.9,0.87,0.37,0.14,0.33,14.7,0,0.16,-0.1,-0.1,450,510,88.2,7522,2530,214,230,93.0,194,216,89.8,31,45,68.9,-0.2,6,33,11,2,42,443,67,4,1,48,2,7,0,0,0,0,370,74,66,379,35,21,63,1,0,8,13,7,16,2.0,14,1,0,0,1,0,1,0.12,1,0,0,0,0,0,30,21,13,13,4,9,15,60.0,6,96,40,41.7,42,32,22,11,3,0,8,14,44,12,0,590,28,151,315,158,13,524,2,3,66.7,2,0,363,1564,812,44,11,2,5,4,409,384,93.9,19,0,8,14,1,0,1,0,71,15,8,65.2
407,408,Waniss Taibi,fr FRA,MF,Angers,20-204,2002,4,1,109,1.2,0,1,0,0,0,1,0,0.0,0.83,0.83,0.0,0.83,0.5,0.5,0.1,0.6,0.41,0.07,0.48,0.41,0.48,95192fe4,1,0,0.0,0.83,0.0,0.0,,6.7,0,0.49,-0.5,-0.5,71,80,88.8,1211,223,27,29,93.1,36,38,94.7,6,7,85.7,0.9,1,2,1,0,5,79,1,0,1,13,1,1,0,0,0,0,69,5,6,7,68,3,0,0,0,0,2,3,2,1.65,2,0,0,0,0,0,1,0.83,1,0,0,0,0,0,5,3,2,2,1,1,2,50.0,1,30,8,26.7,8,17,5,1,0,0,1,2,7,1,0,92,1,24,55,20,2,91,0,0,,0,0,61,419,209,9,3,0,0,0,72,62,86.1,4,0,3,1,0,0,0,0,17,2,1,66.7
408,409,Flavien Tait,fr FRA,MF,Rennes,29-237,1993,8,7,592,6.6,1,0,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,1.3,1.3,0.9,2.2,0.19,0.14,0.33,0.19,0.33,a0f9b535,12,4,33.3,1.82,0.61,0.08,0.25,17.7,0,0.11,-0.3,-0.3,301,354,85.0,5755,1405,137,156,87.8,114,129,88.4,47,63,74.6,-0.9,10,39,13,0,39,343,11,10,3,44,10,4,0,0,0,0,265,34,55,38,298,10,1,2,3,6,12,3,20,3.04,16,0,2,1,0,1,1,0.15,0,0,1,0,0,0,11,7,3,4,4,4,13,30.8,9,94,21,22.3,19,47,28,3,1,0,2,4,15,6,0,422,9,58,255,142,24,411,6,14,42.9,7,0,312,1422,733,38,14,3,2,14,367,326,88.8,21,0,8,7,0,0,0,0,54,7,3,70.0
409,410,Montassar Talbi,tn TUN,DF,Lorient,24-124,1998,8,8,720,8.0,0,1,0,0,0,0,0,0.0,0.12,0.12,0.0,0.12,0.1,0.1,0.5,0.5,0.01,0.06,0.07,0.01,0.07,a4a44eb0,2,0,0.0,0.25,0.0,0.0,,12.4,0,0.04,-0.1,-0.1,320,354,90.4,6462,1855,79,82,96.3,189,198,95.5,41,59,69.5,0.5,1,3,0,0,7,344,10,6,0,27,4,0,0,0,0,0,296,12,46,68,277,5,0,0,0,5,3,3,2,0.25,2,0,0,0,0,0,1,0.12,1,0,0,0,0,0,15,9,13,2,0,5,8,62.5,3,61,21,34.4,50,11,0,11,7,0,4,10,25,44,0,438,103,305,155,4,4,428,3,4,75.0,4,0,279,1550,840,9,0,0,1,1,316,315,99.7,1,0,9,5,0,0,0,0,28,16,6,72.7
410,411,Florian Tardieu,fr FRA,MF,Troyes,30-158,1992,8,7,615,6.8,3,0,0,3,3,2,0,0.44,0.0,0.44,0.0,0.0,2.6,0.2,0.6,0.8,0.38,0.09,0.47,0.03,0.12,ed39121c,5,1,20.0,0.73,0.15,0.0,0.0,29.8,0,0.04,0.4,-0.2,383,438,87.4,7151,2337,175,187,93.6,151,164,92.1,50,76,65.8,-0.6,12,33,4,2,32,392,46,25,0,49,30,9,21,14,3,1,325,29,84,67,355,13,0,0,1,2,8,4,24,3.51,16,7,0,1,0,0,2,0.29,2,0,0,0,0,0,21,13,13,7,1,4,11,36.4,7,104,30,28.8,50,48,6,16,3,0,13,18,39,11,0,524,28,150,306,92,5,479,3,4,75.0,3,0,334,1168,506,17,6,0,5,8,361,339,93.9,6,0,11,12,0,0,0,0,66,5,6,45.5
411,412,Nuno Tavares,pt POR,DF,Marseille,22-244,2000,8,6,626,7.0,3,0,3,0,0,3,0,0.43,0.0,0.43,0.43,0.43,1.0,1.0,1.1,2.0,0.14,0.15,0.29,0.14,0.29,a65c844b,18,7,38.9,2.59,1.01,0.17,0.43,18.7,0,0.06,2.0,2.0,284,349,81.4,4706,1827,151,167,90.4,109,134,81.3,20,37,54.1,-1.1,8,10,9,5,32,280,69,2,0,38,10,23,1,0,0,0,209,84,56,221,56,2,66,1,0,5,20,8,19,2.73,12,0,3,4,0,0,3,0.43,0,0,1,2,0,0,21,9,11,6,4,8,13,61.5,5,91,22,24.2,29,34,28,13,0,0,13,10,31,15,0,475,17,125,182,203,26,409,17,29,58.6,17,0,338,1928,1225,44,16,12,17,22,347,294,84.7,29,0,16,10,1,0,0,0,47,8,8,50.0
412,413,Enzo Tchato,cm CMR,DF,Montpellier,19-308,2002,7,3,360,4.0,1,1,1,0,0,0,0,0.25,0.25,0.5,0.25,0.5,0.2,0.2,0.8,0.9,0.04,0.2,0.24,0.04,0.24,7f783431,2,1,50.0,0.5,0.25,0.5,1.0,14.9,0,0.08,0.8,0.8,128,176,72.7,2076,792,71,84,84.5,47,65,72.3,10,24,41.7,0.2,1,9,2,2,10,141,35,2,0,17,0,6,0,0,0,0,89,44,43,11,119,5,33,2,1,7,6,4,5,1.25,3,0,1,0,0,1,1,0.25,1,0,0,0,0,0,7,2,6,1,0,2,5,40.0,3,49,18,36.7,29,10,10,6,0,0,6,3,10,5,0,204,14,64,104,56,4,169,2,3,66.7,2,0,107,545,326,12,9,1,2,0,132,119,90.2,13,0,2,1,1,0,0,0,26,7,6,53.8
413,414,Martin Terrier,fr FRA,"FW,MF",Rennes,25-207,1997,8,8,691,7.7,3,1,3,0,0,0,0,0.39,0.13,0.52,0.39,0.52,2.9,2.9,0.9,3.8,0.37,0.12,0.5,0.37,0.5,5148dcc5,25,14,56.0,3.26,1.82,0.12,0.21,15.4,0,0.12,0.1,0.1,216,284,76.1,3342,750,126,155,81.3,62,85,72.9,21,27,77.8,0.1,10,15,10,1,32,279,5,2,2,52,4,13,0,0,0,0,195,41,48,27,213,14,0,5,1,4,7,8,25,3.26,17,0,2,6,0,0,2,0.26,1,0,1,0,0,0,13,7,6,5,2,5,13,38.5,8,128,36,28.1,18,61,49,11,2,0,9,5,18,4,0,379,9,35,163,199,54,376,6,12,50.0,6,1,228,1179,582,35,9,4,10,5,360,284,78.9,71,0,9,13,4,0,0,0,45,28,22,56.0
414,415,Tetê,br BRA,"FW,MF",Lyon,22-224,2000,8,8,608,6.8,4,2,4,0,0,1,0,0.59,0.3,0.89,0.59,0.89,3.3,3.3,0.6,3.9,0.49,0.08,0.57,0.49,0.57,7120a04d,20,8,40.0,2.96,1.18,0.2,0.5,15.3,0,0.16,0.7,0.7,244,310,78.7,3829,843,145,158,91.8,83,103,80.6,15,43,34.9,1.4,4,12,9,0,26,287,23,1,0,36,7,19,22,8,3,3,247,16,47,249,49,8,0,3,0,4,11,7,16,2.37,10,3,0,2,1,0,6,0.89,4,0,0,1,1,0,7,6,2,1,4,3,7,42.9,4,93,25,26.9,14,32,47,5,0,0,5,5,12,1,0,395,2,36,150,239,39,372,13,23,56.5,13,2,296,1672,982,54,12,12,11,19,365,301,82.5,47,0,5,10,3,1,0,0,47,1,7,12.5
